NUMBER,CODE,SERIAL,NAME,TYPE1,TYPE2,COLOR,ABILITY1,ABILITY2,ABILITY HIDDEN,GENERATION,LEGENDARY,MEGA_EVOLUTION,HEIGHT,WEIGHT,HP,ATK,DEF,SP_ATK,SP_DEF,SPD,TOTAL
540,1,5401,Sewaddle,Bug,Grass,Yellow,Swarm,Chlorophyll,Overcoat,5,0,0,0.3,2.5,45,53,70,40,60,42,310
541,1,5411,Swadloon,Bug,Grass,Green,Leaf guard,Chlorophyll,Overcoat,5,0,0,0.5,7.3,55,63,90,50,80,42,380
542,1,5421,Leavanny,Bug,Grass,Yellow,Swarm,Chlorophyll,Overcoat,5,0,0,1.2,20.5,75,103,80,70,80,92,500
543,1,5431,Venipede,Bug,Poison,Red,Poison Point,Swarm,Speed Boost,5,0,0,0.4,5.3,30,45,59,30,39,57,260
544,1,5441,Whirlipede,Bug,Poison,Grey,Poison Point,Swarm,Speed Boost,5,0,0,1.2,58.5,40,55,99,40,79,47,360
545,1,5451,Scolipede,Bug,Poison,Red,Poison Point,Swarm,Speed Boost,5,0,0,1.5,200.5,60,100,89,55,69,112,485
546,1,5461,Cottonee,Grass,Fairy,Green,Prankster,Infiltrator,Chlorophyll,5,0,0,0.3,0.6,40,27,60,37,50,66,280
547,1,5471,Whimsicott,Grass,Fairy,Green,Prankster,Infiltrator,Chlorophyll,5,0,0,0.7,6.6,60,67,85,77,75,116,480
548,1,5481,Petilil,Grass,,Green,Chlorophyll,Own Tempo,Leaf Guard,5,0,0,0.5,6.6,45,35,50,70,50,30,280
549,1,5491,Lilligant,Grass,,Green,Chlorophyll,Own Tempo,Leaf Guard,5,0,0,1.1,16.3,70,60,75,110,75,90,480
550,1,5501,Basculin,Water,,Green,Reckless,Adaptability,Mold Breaker,5,0,0,1,18,70,92,65,80,55,98,460
550,2,5502,Basculin,Water,,Green,Rock Head,Adaptability,Mold Breaker,5,0,0,1,18,70,92,65,80,55,98,460
551,1,5511,Sandile,Ground,Dark,Brown,Intimidate,Moxie,Anger Point,5,0,0,0.7,15.2,50,72,35,35,35,65,292
552,1,5521,Krokorok,Ground,Dark,Brown,Intimidate,Moxie,Anger Point,5,0,0,1,33.4,60,82,45,45,45,74,351
553,1,5531,Krookodile,Ground,Dark,Red,Intimidate,Moxie,Anger Point,5,0,0,1.5,96.3,95,117,80,65,70,92,519
554,1,5541,Darumaka,Fire,,Red,Hustle,,Inner Focus,5,0,0,0.6,37.5,70,90,45,15,45,50,315
554,2,5542,Darumaka,Ice,,White,Hustle,,Inner Focus,8,0,0,0.7,40,70,90,45,15,45,50,315
555,1,5551,Darmanitan,Fire,,Red,Sheer Force,,Zen Mode,5,0,0,1.3,92.9,105,140,55,30,55,95,480
555,2,5552,Darmanitan,Fire,Psychic,White,Zen Mode,,,5,0,0,1.3,92.9,105,30,105,140,105,55,540
555,3,5553,Darmanitan,Ice,,White,Gorilla Tactics,,Zen Mode,8,0,0,1.7,120,105,140,55,30,55,95,480
555,4,5554,Darmanitan,Ice,Fire,White,Gorilla Tactics,,Zen Mode,8,0,0,1.7,120,105,160,55,30,55,135,540
556,1,5561,Maractus,Grass,,Green,Water Absorb,Chlorophyll,Storm Drain,5,0,0,1,28,75,86,67,106,67,60,461
557,1,5571,Dwebble,Bug,Rock,Red,Sturdy,Shell Armor,Weak Armor,5,0,0,0.3,14.5,50,65,85,35,35,55,325
558,1,5581,Crustle,Bug,Rock,Red,Sturdy,Shell Armor,Weak Armor,5,0,0,1.4,200,70,105,125,65,75,45,485
559,1,5591,Scraggy,Dark,Fighting,Yellow,Shed Skin,Moxie,Intimidate,5,0,0,0.6,11.8,50,75,70,35,70,48,348
560,1,5601,Scrafty,Dark,Fighting,Red,Shed Skin,Moxie,Intimidate,5,0,0,1.1,30,65,90,115,45,115,58,488
561,1,5611,Sigilyph,Psychic,Flying,Black,Wonder Skin,Magic Guard,Tinted Lens,5,0,0,1.4,14,72,58,80,103,80,97,490
562,1,5621,Yamask,Ghost,,Black,Mummy,,,5,0,0,0.5,1.5,38,30,85,55,65,30,303
562,2,5622,Yamask,Ghost,Ground,Black,Wandering Spilit,,,8,0,0,0.5,1.5,38,55,85,30,65,30,303
563,1,5631,Cofagrigus,Ghost,,Yellow,Mummy,,,5,0,0,1.7,76.5,58,50,145,95,105,30,483
564,1,5641,Tirtouga,Water,Rock,Blue,Solid Rock,Sturdy,Swift Swim,5,0,0,0.7,16.5,54,78,103,53,45,22,355
565,1,5651,Carracosta,Water,Rock,Blue,Solid Rock,Sturdy,Swift Swim,5,0,0,1.2,81,74,108,133,83,65,32,495
566,1,5661,Archen,Rock,Flying,Yellow,Defeatist,,,5,0,0,0.5,9.5,55,112,45,74,45,70,401
567,1,5671,Archeops,Rock,Flying,Yellow,Defeatist,,,5,0,0,1.4,32,75,140,65,112,65,110,567
568,1,5681,Trubbish,Poison,,Green,Stench,Sticky Hold,Aftermath,5,0,0,0.6,31,50,50,62,40,62,65,329
569,1,5691,Garbodor,Poison,,Green,Stench,Weak Armor,Aftermath,5,0,0,1.9,107.3,80,95,82,60,82,75,474
570,1,5701,Zorua,Dark,,Grey,Illusion,,,5,0,0,0.7,12.5,40,65,40,80,40,65,330
571,1,5711,Zoroark,Dark,,Grey,Illusion,,,5,0,0,1.6,81.1,60,105,60,120,60,105,510
572,1,5721,Minccino,Normal,,Grey,Cute Charm,Technician,Skill Link,5,0,0,0.4,5.8,55,50,40,40,40,75,300
573,1,5731,Cinccino,Normal,,Grey,Cute Charm,Technician,Skill Link,5,0,0,0.5,7.5,75,95,60,65,60,115,470
574,1,5741,Gothita,Psychic,,Purple,Frisk,Competitive,Shadow Tag,5,0,0,0.4,5.8,45,30,50,55,65,45,290
575,1,5751,Gothorita,Psychic,,Purple,Frisk,Competitive,Shadow Tag,5,0,0,0.7,18,60,45,70,75,85,55,390
576,1,5761,Gothitelle,Psychic,,Purple,Frisk,Competitive,Shadow Tag,5,0,0,1.5,44,70,55,95,95,110,65,490
577,1,5771,Solosis,Psychic,,Green,Overcoat,Magic Guard,Regenerator,5,0,0,0.3,1,45,30,40,105,50,20,290
578,1,5781,Duosion,Psychic,,Green,Overcoat,Magic Guard,Regenerator,5,0,0,0.6,8,65,40,50,125,60,30,370
579,1,5791,Reuniclus,Psychic,,Green,Overcoat,Magic Guard,Regenerator,5,0,0,1,20.1,110,65,75,125,85,30,490
580,1,5801,Ducklett,Water,Flying,Blue,Keen Eye,Big Pecks,Hydration,5,0,0,0.5,5.5,62,44,50,44,50,55,305
581,1,5811,Swanna,Water,Flying,White,Keen Eye,Big Pecks,Hydration,5,0,0,1.3,24.2,75,87,63,87,63,98,473
582,1,5821,Vanillite,Ice,,White,Ice Body,Snow Cloak,Weak Armor,5,0,0,0.4,5.7,36,50,50,65,60,44,305
583,1,5831,Vanillish,Ice,,White,Ice Body,Snow Cloak,Weak Armor,5,0,0,1.1,41,51,65,65,80,75,59,395
584,1,5841,Vanilluxe,Ice,,White,Ice Body,Snow Warning,Weak Armor,5,0,0,1.3,57.5,71,95,85,110,95,79,535
585,1,5851,Deerling,Normal,Grass,Pink,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,0.6,19.5,60,60,50,40,50,75,335
585,2,5852,Deerling,Normal,Grass,Green,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,0.6,19.5,60,60,50,40,50,75,335
585,3,5853,Deerling,Normal,Grass,Red,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,0.6,19.5,60,60,50,40,50,75,335
585,4,5854,Deerling,Normal,Grass,Brown,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,0.6,19.5,60,60,50,40,50,75,335
586,1,5861,Sawsbuck,Normal,Grass,Brown,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,1.9,92.5,80,100,70,60,70,95,475
586,2,5862,Sawsbuck,Normal,Grass,Brown,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,1.9,92.5,80,100,70,60,70,95,475
586,3,5863,Sawsbuck,Normal,Grass,Brown,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,1.9,92.5,80,100,70,60,70,95,475
586,4,5864,Sawsbuck,Normal,Grass,Brown,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,1.9,92.5,80,100,70,60,70,95,475
587,1,5871,Emolga,Electric,Flying,White,Static,,Motor drive,5,0,0,0.4,5,55,75,60,75,60,103,428
588,1,5881,Karrablast,Bug,,Blue,Swarm,Shed Skin,No Guard,5,0,0,0.5,5.9,50,75,45,40,45,60,315
589,1,5891,Escavalier,Bug,Steel,Grey,Swarm,Shell Armor,Overcoat,5,0,0,1,33,70,135,105,60,105,20,495
590,1,5901,Foongus,Grass,Poison,White,Effect Spore,,Regenerator,5,0,0,0.2,1,69,55,45,55,55,15,294
591,1,5911,Amoonguss,Grass,Poison,White,Effect Spore,,Regenerator,5,0,0,0.6,10.5,114,85,70,85,80,30,464
592,1,5921,Frillish,Water,Ghost,White,Water Absorb,Cursed Body,Damp,5,0,0,1.2,33,55,40,50,65,85,40,335
593,1,5931,Jellicent,Water,Ghost,White,Water Absorb,Cursed Body,Damp,5,0,0,2.2,135,100,60,70,85,105,60,480
594,1,5941,Alomomola,Water,,Pink,Healer,Hydration,Regenerator,5,0,0,1.2,31.6,165,75,80,40,45,65,470
595,1,5951,Joltik,Bug,Electric,Yellow,Compound Eyes,Unnerve,Swarm,5,0,0,0.1,0.6,50,47,50,57,50,65,319
596,1,5961,Galvantula,Bug,Electric,Yellow,Compound Eyes,Unnerve,Swarm,5,0,0,0.8,14.3,70,77,60,97,60,108,472
597,1,5971,Ferroseed,Grass,Steel,Grey,Iron Barbs,,,5,0,0,0.6,18.8,44,50,91,24,86,10,305
598,1,5981,Ferrothorn,Grass,Steel,Grey,Iron Barbs,,Anticipation,5,0,0,1,110,74,94,131,54,116,20,489
599,1,5991,Klink,Steel,,Grey,Plus,Minus,Clear Body,5,0,0,0.3,21,40,55,70,45,60,30,300
600,1,6001,Klang,Steel,,Grey,Plus,Minus,Clear Body,5,0,0,0.6,51,60,80,95,70,85,50,440
601,1,6011,Klinklang,Steel,,Grey,Plus,Minus,Clear Body,5,0,0,0.6,81,60,100,115,70,85,90,520
602,1,6021,Tynamo,Electric,,White,Levitate,,,5,0,0,0.2,0.3,35,55,40,45,40,60,275
603,1,6031,Eelektrik,Electric,,Blue,Levitate,,,5,0,0,1.2,22,65,85,70,75,70,40,405
604,1,6041,Eelektross,Electric,,Blue,Levitate,,,5,0,0,2.1,80.5,85,115,80,105,80,50,515
605,1,6051,Elgyem,Psychic,,Blue,Telepathy,Synchronize,Analytic,5,0,0,0.5,9,55,55,55,85,55,30,335
606,1,6061,Beheeyem,Psychic,,Brown,Telepathy,Synchronize,Analytic,5,0,0,1,34.5,75,75,75,125,95,40,485
607,1,6071,Litwick,Ghost,Fire,White,Flash Fire,Flame Body,Infiltrator,5,0,0,0.3,3.1,50,30,55,65,55,20,275
608,1,6081,Lampent,Ghost,Fire,Black,Flash Fire,Flame Body,Infiltrator,5,0,0,0.6,13,60,40,60,95,60,55,370
609,1,6091,Chandelure,Ghost,Fire,Black,Flash Fire,Flame Body,Infiltrator,5,0,0,1,34.3,60,55,90,145,90,80,520
610,1,6101,Axew,Dragon,,Green,Rivalry,Mold Breaker,Unnerve,5,0,0,0.6,18,46,87,60,30,40,57,320
611,1,6111,Fraxure,Dragon,,Green,Rivalry,Mold Breaker,Unnerve,5,0,0,1,36,66,117,70,40,50,67,410
612,1,6121,Haxorus,Dragon,,Yellow,Rivalry,Mold Breaker,Unnerve,5,0,0,1.8,105.5,76,147,90,60,70,97,540
613,1,6131,Cubchoo,Ice,,White,Snow Cloak,Slush Rush,Rattled,5,0,0,0.5,8.5,55,70,40,60,40,40,305
614,1,6141,Beartic,Ice,,White,Snow Cloak,Slush Rush,Swift Swim,5,0,0,2.6,260,95,130,80,70,80,50,505
615,1,6151,Cryogonal,Ice,,Blue,Levitate,,,5,0,0,1.1,148,80,50,50,95,135,105,515
616,1,6161,Shelmet,Bug,,Red,Hydration,Shell Armor,Overcoat,5,0,0,0.4,7.7,50,40,85,40,65,25,305
617,1,6171,Accelgor,Bug,,Red,Hydration,Sticky Hold,Unburden,5,0,0,0.8,25.3,80,70,40,100,60,145,495
618,1,6181,Stunfisk,Electric,Ground,Brown,Stanfisk,Limber,Sand Veil,5,0,0,0.7,11,109,66,84,81,99,32,471
618,2,6182,Stunfisk,Ground,Steel,Green,Mimicry,,,8,0,0,0.7,20.5,109,81,99,66,84,32,471
619,1,6191,Mienfoo,Fighting,,Yellow,Inner Focus,Regenerator,Reckless,5,0,0,0.9,20,45,85,50,55,50,65,350
620,1,6201,Mienshao,Fighting,,Purple,Inner Focus,Regenerator,Reckless,5,0,0,1.4,35.5,65,125,60,95,60,105,510
621,1,6211,Druddigon,Dragon,,Red,Rough Skin,Sheer Force,Mold Breaker,5,0,0,1.6,139,77,120,90,60,90,48,485
622,1,6221,Golett,Ground,Ghost,Green,Iron Fist,Klutz,No Guard,5,0,0,1,92,59,74,50,35,50,35,303
623,1,6231,Golurk,Ground,Ghost,Green,Iron Fist,Klutz,No Guard,5,0,0,2.8,330,89,124,80,55,80,55,483
624,1,6241,Pawniard,Dark,Steel,Red,Defiant,Inner Focus,Pressure,5,0,0,0.5,10.2,45,85,70,40,40,60,340
625,1,6251,Bisharp,Dark,Steel,Red,Defiant,Inner Focus,Pressure,5,0,0,1.6,70,65,125,100,60,70,70,490
626,1,6261,Bouffalant,Normal,,Brown,Reckless,Sap Sipper,Soundproof,5,0,0,1.6,94.6,95,110,95,40,95,55,490
627,1,6271,Rufflet,Normal,Flying,White,Keen Eye,Sheer Force,Hustle,5,0,0,0.5,10.5,70,83,50,37,50,60,350
628,1,6281,Braviary,Normal,Flying,Red,Keen Eye,Sheer Force,Defiant,5,0,0,1.5,41,100,123,75,57,75,80,510
629,1,6291,Vullaby,Dark,Flying,Brown,Big Pecks,Overcoat,Weak Armor,5,0,0,0.5,9,70,55,75,45,65,60,370
630,1,6301,Mandibuzz,Dark,Flying,Brown,Big Pecks,Overcoat,Weak Armor,5,0,0,1.2,39.5,110,65,105,55,95,80,510
631,1,6311,Heatmor,Fire,,Red,Gluttony,Flaash Fire,White Smoke,5,0,0,1.4,58,85,97,66,105,66,65,484
632,1,6321,Durant,Bug,Steel,Grey,Swarm,Hustle,Truant,5,0,0,0.3,33,58,109,112,48,48,109,484
633,1,6331,Deino,Dark,Dragon,Blue,Hustle,,,5,0,0,0.8,17.3,52,65,50,45,50,38,300
634,1,6341,Zweilous,Dark,Dragon,Blue,Hustle,,,5,0,0,1.4,50,72,85,70,65,70,58,420
635,1,6351,Hydreigon,Dark,Dragon,Blue,Levitate,,,5,0,0,1.8,160,92,105,90,125,90,98,600
636,1,6361,Larvesta,Bug,Fire,White,Flame Body,,Swarm,5,0,0,1.1,28.8,55,85,55,50,55,60,360
637,1,6371,Volcarona,Bug,Fire,White,Flame Body,,Swarm,5,0,0,1.6,46,85,60,65,135,105,100,550
638,1,6381,Cobalion,Steel,Fighting,Blue,Justified,,,5,1,0,2.1,250,91,90,129,90,72,108,580
639,1,6391,Terrakion,Rock,Fighting,Grey,Justified,,,5,1,0,1.9,260,91,129,90,72,90,108,580
640,1,6401,Virizion,Grass,Fighting,Green,Justified,,,5,1,0,2,200,91,90,72,90,129,108,580
641,1,6411,Tornadus,Flying,,Green,Prankster,,Defiant,5,1,0,1.5,63,79,115,70,125,80,111,580
641,2,6412,Tornadus,Flying,,Green,Regenerator,,,5,1,0,1.4,63,79,100,80,110,90,121,580
642,1,6421,Thundurus,Electric,Flying,Blue,Prankster,,Defiant,5,1,0,1.5,61,79,115,70,125,80,111,580
642,2,6422,Thundurus,Electric,Flying,Blue,Volt Absorb,,,5,1,0,3,61,79,105,70,145,80,101,580
643,1,6431,Reshiram,Dragon,Fire,White,Turboblaze,,,5,1,0,3.2,330,100,120,100,150,120,90,680
644,1,6441,Zekrom,Dragon,Electric,Black,Terabolt,,,5,1,0,2.9,345,100,150,120,120,100,90,680
645,1,6451,Landorus,Ground,Flying,Brown,Sand Force,,Sheer Force,5,1,0,1.5,68,89,125,90,115,80,101,600
645,2,6452,Landorus,Ground,Flying,Brown,Intimidate,,,5,1,0,1.3,68,89,145,90,105,80,91,600
646,1,6461,Kyurem,Dragon,Ice,Grey,Pressure,,,5,1,0,3,325,125,130,90,130,90,95,660
646,2,6462,Kyurem,Dragon,Ice,Grey,Turboblaze,,,5,1,0,3.6,325,125,120,90,170,100,95,700
646,3,6463,Kyurem,Dragon,Ice,Grey,Terabolt,,,5,1,0,3.3,325,125,170,100,120,90,95,700
647,1,6471,Keldeo,Water,Fighting,Yellow,Justified,,,5,1,0,1.4,48.5,91,72,90,129,90,108,580
647,2,6472,Keldeo,Water,Fighting,Yellow,Justified,,,5,1,0,1.4,48.5,91,72,90,129,90,108,580
648,1,6481,Meloetta,Normal,Psychic,White,Serene Grace,,,5,1,0,0.6,6.5,100,77,77,128,128,90,600
648,2,6482,Meloetta,Normal,Fighting,White,Serene Grace,,,5,1,0,0.6,6.5,100,128,90,77,77,128,600
649,1,6491,Genesect,Bug,Steel,Purple,Download,,,5,1,0,1.5,82.5,71,120,95,120,95,99,600
650,1,6501,Chespin,Grass,,Green,Overgrow,,Bulletproof,6,0,0,0.4,9,56,61,65,48,45,38,313
651,1,6511,Quilladin,Grass,,Green,Overgrow,,Bulletproof,6,0,0,0.7,29,61,78,95,56,58,57,405
652,1,6521,Chesnaught,Grass,Fighting,Green,Overgrow,,Bulletproof,6,0,0,1.6,90,88,107,122,74,75,64,530
653,1,6531,Fennekin,Fire,,Red,Blaze,,Magician,6,0,0,0.4,9.4,40,45,40,62,60,60,307
654,1,6541,Braixen,Fire,,Red,Blaze,,Magician,6,0,0,1,14.5,59,59,58,90,70,73,409
655,1,6551,Delphox,Fire,Psychic,Red,Blaze,,Magician,6,0,0,1.5,39,75,69,72,114,100,104,534
656,1,6561,Froakie,Water,,Blue,Torrent,,Protean,6,0,0,0.3,7,41,56,40,62,44,71,314
657,1,6571,Frogadier,Water,,Blue,Torrent,,Protean,6,0,0,0.6,10.9,54,63,52,83,56,97,405
658,1,6581,Greninja,Water,Dark,Blue,Torrent,,Protean,6,0,0,1.5,40,72,95,67,103,71,122,530
658,2,6582,Greninja,Water,Dark,Blue,Battle Bond,,,7,1,0,1.5,40,72,145,67,153,71,132,640
659,1,6591,Bunnelby,Normal,,Brown,Pickup,Cheek Pouch,Huge Power,6,0,0,0.4,5,38,36,38,32,36,57,237
660,1,6601,Diggersby,Normal,Ground,Brown,Pickup,Cheek Pouch,Huge Power,6,0,0,1,42.4,85,56,77,50,77,78,423
661,1,6611,Fletchling,Normal,Flying,Red,Big Pecks,,Gale Wings,6,0,0,0.3,1.7,45,50,43,40,38,62,278
662,1,6621,Fletchinder,Fire,Flying,Red,Flame Body,,Gale Wings,6,0,0,0.7,16,62,73,55,56,52,84,382
663,1,6631,Talonflame,Fire,Flying,Red,Flame Body,,Gale Wings,6,0,0,1.2,24.5,78,81,71,74,69,126,499
664,1,6641,Scatterbug,Bug,,Black,Shield Dust,Compound Eyes,Friend Guard,6,0,0,0.3,2.5,38,35,40,27,25,35,200
665,1,6651,Spewpa,Bug,,Black,Shed Skin,,Friend Guard,6,0,0,0.3,8.4,45,22,60,27,30,29,213
666,1,6661,Vivillon,Bug,Flying,White,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411
667,1,6671,Litleo,Fire,Normal,Brown,Rivalry,Unnerve,Moxie,6,0,0,0.6,13.5,62,50,58,73,54,72,369
668,1,6681,Pyroar,Fire,Normal,Brown,Rivalry,Unnerve,Moxie,6,0,0,1.5,81.5,86,68,72,109,66,106,507
669,1,6691,Flabebe,Fairy,,White,Flower Veil,,Symbiosis,6,0,0,0.1,0.1,44,38,39,61,79,42,303
670,1,6701,Floette,Fairy,,White,Flower Veil,,Symbiosis,6,0,0,0.2,0.9,54,45,47,75,98,52,371
671,1,6711,Florges,Fairy,,White,Flower Veil,,Symbiosis,6,0,0,1.1,10,78,65,68,112,154,75,552
672,1,6721,Skiddo,Grass,,Brown,Sap Sipper,,Grass Pelt,6,0,0,0.9,31,66,65,48,62,57,52,350
673,1,6731,Gogoat,Grass,,Brown,Sap Sipper,,Grass Pelt,6,0,0,1.7,91,123,100,62,97,81,68,531
674,1,6741,Pancham,Fighting,,White,Iron Fist,Mold Breaker,Scrappy,6,0,0,0.6,8,67,82,62,46,48,43,348
675,1,6751,Pangoro,Fighting,Dark,White,Iron Fist,Mold Breaker,Scrappy,6,0,0,2.1,136,95,124,78,69,71,58,495
676,1,6761,Furfrou,Normal,,White,Fur Coat,,,6,0,0,1.2,28,75,80,60,65,90,102,472
677,1,6771,Espurr,Psychic,,Grey,Keen Eye,Infiltrator,Own Tempo,6,0,0,0.3,3.5,62,48,54,63,60,68,355
678,1,6781,Meowstic M,Psychic,,Blue,Keen Eye,Infiltrator,Prankster,6,0,0,0.6,8.5,74,48,76,83,81,104,466
678,2,6782,Meowstic F,Psychic,,White,Keen Eye,Infiltrator,Competitive,6,0,0,0.6,8.5,74,48,76,83,81,104,466
679,1,6791,Honedge,Steel,Ghost,Brown,No Guard,,,6,0,0,0.8,2,45,80,100,35,37,28,325
680,1,6801,Doublade,Steel,Ghost,Brown,No Guard,,,6,0,0,0.8,4.5,59,110,150,45,49,35,448
681,1,6811,Aegislash,Steel,Ghost,Brown,Stance Change,,,6,0,0,1.7,53,60,50,150,50,150,60,520
681,2,6812,Aegislash,Steel,Ghost,Brown,Stance Change,,,6,0,0,1.7,53,60,150,50,150,50,60,520
682,1,6821,Spritzee,Fairy,,Pink,Healer,,Aroma Veil,6,0,0,0.2,0.5,78,52,60,63,65,23,341
683,1,6831,Aromatisse,Fairy,,Pink,Healer,,Aroma Veil,6,0,0,0.8,15.5,101,72,72,99,89,29,462
684,1,6841,Swirlix,Fairy,,White,Sweet Veil,,Unburden,6,0,0,0.4,3.5,62,48,66,59,57,49,341
685,1,6851,Slurpuff,Fairy,,White,Sweet Veil,,Unburden,6,0,0,0.8,5,82,80,86,85,75,72,480
686,1,6861,Inkay,Dark,Psychic,Blue,Contrary,Suction Cups,Infiltrator,6,0,0,0.4,3.5,53,54,53,37,46,45,288
687,1,6871,Malamar,Dark,Psychic,Blue,Contrary,Suction Cups,Infiltrator,6,0,0,1.5,47,86,92,88,68,75,73,482
688,1,6881,Binacle,Rock,Water,Brown,Tough Claws,Sniper,Pickpocket,6,0,0,0.5,31,42,52,67,39,56,50,306
689,1,6891,Barbaracle,Rock,Water,Brown,Tough Claws,Sniper,Pickpocket,6,0,0,1.3,96,72,105,115,54,86,68,500
690,1,6901,Skrelp,Poison,Water,Brown,Poison Point,Poison Touch,Adaptability,6,0,0,0.5,7.3,50,60,60,60,60,30,320
691,1,6911,Dragalge,Poison,Dragon,Brown,Poison Point,Poison Touch,Adaptability,6,0,0,1.8,81.5,65,75,90,97,123,44,494
692,1,6921,Clauncher,Water,,Blue,Mega Launcher,,,6,0,0,0.5,8.3,50,53,62,58,63,44,330
693,1,6931,Clawitzer,Water,,Blue,Mega Launcher,,,6,0,0,1.3,35.3,71,73,88,120,89,59,500
694,1,6941,Helioptile,Electric,Normal,Yellow,Dry Skin,Sand Veil,Solar Power,6,0,0,0.5,6,44,38,33,61,43,70,289
695,1,6951,Heliolisk,Electric,Normal,Yellow,Dry Skin,Sand Veil,Solar Power,6,0,0,1,21,62,55,52,109,94,109,481
696,1,6961,Tyrunt,Rock,Dragon,Brown,Strong Jaw,,Sturdy,6,0,0,0.8,26,58,89,77,45,45,48,362
697,1,6971,Tyrantrum,Rock,Dragon,Red,Strong Jaw,,Rock Head,6,0,0,2.5,270,82,121,119,69,59,71,521
698,1,6981,Amaura,Rock,Ice,Blue,Refrigerate,,Snow Warning,6,0,0,1.3,25.2,77,59,50,67,63,46,362
699,1,6991,Aurorus,Rock,Ice,Blue,Refrigerate,,Snow Warning,6,0,0,2.7,225,123,77,72,99,92,58,521
700,1,7001,Sylveon,Fairy,,Pink,Cute Charm,,Pixilate,6,0,0,1,23.5,95,65,65,110,130,60,525
701,1,7011,Hawlucha,Fighting,Flying,Green,Limber,Unburden,Mold Breaker,6,0,0,0.8,21.5,78,92,75,74,63,118,500
702,1,7021,Dedenne,Electric,Fairy,Yellow,Cheek Pouch,Pickup,Plus,6,0,0,0.2,2.2,67,58,57,81,67,101,431
703,1,7031,Carbink,Rock,Fairy,Grey,Clear Body,,Sturdy,6,0,0,0.3,5.7,50,50,150,50,150,50,500
704,1,7041,Goomy,Dragon,,Purple,Sap Sipper,Hydration,Gooey,6,0,0,0.3,2.8,45,50,35,55,75,40,300
705,1,7051,Sliggoo,Dragon,,Purple,Sap Sipper,Hydration,Gooey,6,0,0,0.8,17.5,68,75,53,83,113,60,452
706,1,7061,Goodra,Dragon,,Purple,Sap Sipper,Hydration,Gooey,6,0,0,2,150.5,90,100,70,110,150,80,600
707,1,7071,Klefki,Steel,Fairy,Grey,Prankster,,Magician,6,0,0,0.2,3,57,80,91,80,87,75,470
708,1,7081,Phantump,Ghost,Grass,Brown,Natural Cure,Frisk,Harvest,6,0,0,0.4,7,43,70,48,50,60,38,309
709,1,7091,Trevenant,Ghost,Grass,Brown,Natural Cure,Frisk,Harvest,6,0,0,1.5,71,85,110,76,65,82,56,474
710,1,7101,Pumpkaboo,Ghost,Grass,Brown,Pickup,Frisk,Insomnia,6,0,0,0.3,3.5,49,66,70,44,55,51,335
710,2,7102,Pumpkaboo,Ghost,Grass,Brown,Pickup,Frisk,Insomnia,6,0,0,0.4,5,44,66,70,44,55,56,335
710,3,7103,Pumpkaboo,Ghost,Grass,Brown,Pickup,Frisk,Insomnia,6,0,0,0.5,7.5,54,66,70,44,55,46,335
710,4,7104,Pumpkaboo,Ghost,Grass,Brown,Pickup,Frisk,Insomnia,6,0,0,0.8,15,59,66,70,44,55,41,335
711,1,7111,Gourgeist,Ghost,Grass,Brown,Pickup,Frisk,Insomnia,6,0,0,0.7,9.5,65,90,122,58,75,84,494
711,2,7112,Gourgeist,Ghost,Grass,Brown,Pickup,Frisk,Insomnia,6,0,0,0.9,12.5,55,85,122,58,75,99,494
711,3,7113,Gourgeist,Ghost,Grass,Brown,Pickup,Frisk,Insomnia,6,0,0,1.1,14,75,95,122,58,75,69,494
711,4,7114,Gourgeist,Ghost,Grass,Brown,Pickup,Frisk,Insomnia,6,0,0,1.7,39,85,100,122,58,75,54,494
712,1,7121,Bergmite,Ice,,Blue,Own Tempo,Ice Body,Sturdy,6,0,0,1,99.5,55,69,85,32,35,28,304
713,1,7131,Avalugg,Ice,,Blue,Own Tempo,Ice Body,Sturdy,6,0,0,2,505,95,117,184,44,46,28,514
714,1,7141,Noibat,Flying,Dragon,Purple,Frisk,Infiltrator,Telepathy,6,0,0,0.5,8,40,30,35,45,40,55,245
715,1,7151,Noivern,Flying,Dragon,Purple,Frisk,Infiltrator,Telepathy,6,0,0,1.5,85,85,70,80,97,80,123,535
716,1,7161,Xerneas,Fairy,,Blue,Fairy Aura,,,6,1,0,3,215,126,131,95,131,98,99,680
717,1,7171,Yveltal,Dark,Flying,Red,Dark Aura,,,6,1,0,5.8,203,126,131,95,131,98,99,680
718,1,7181,Zygarde,Dragon,Ground,Green,Aura Break,Power Construct,,6,1,0,5,305,108,100,121,81,95,95,600
718,2,7182,Zygarde,Dragon,Ground,Black,Aura Break,Power Construct,,6,1,0,1.2,33.5,54,100,71,61,85,115,486
718,3,7183,Zygarde,Dragon,Ground,Black,Power Construct,,,6,1,0,4.5,610,216,100,121,91,95,85,708
